flight_prices,company_names,dep_city,arrival_city,transfer_stops,duration_of_flight,additional_info,booking_dates,travel_dates,Dep_Time,Arrival_Time
76,"Ryanair, Air Europa ",Warsaw,Barcelona,2 stops,8h 45m ,Standard,11/10/2022,17/10/2022,09:10,17:55
52,"Wizz Air, Ryanair ",Warsaw,Barcelona,1 stop,5h 29m ,Economy,11/10/2022,18/10/2022,18:30,23:59
33,Ryanair,Warsaw,Barcelona,2 stops,22h 45m ,Standard,11/10/2022,19/10/2022,20:30,19:15
76,"Wizz Air, Ryanair ",Warsaw,Barcelona,1 stop,6h 14m ,Economy,11/10/2022,12/10/2022,17:45,23:59
92,Ryanair,Warsaw,Barcelona,1 stop,6h 25m ,Standard,11/10/2022,13/10/2022,13:00,19:25
114,"Wizz Air, Air Europa ",Warsaw,Barcelona,1 stop,5h 35m ,Economy,11/10/2022,14/10/2022,15:35,21:10
102,"Wizz Air, Ryanair ",Warsaw,Barcelona,1 stop,6h 25m ,Economy,11/10/2022,15/10/2022,15:35,22:00
105,"Wizz Air, Vueling ",Warsaw,Barcelona,1 stop,6h 20m ,Economy,11/10/2022,16/10/2022,15:35,21:55
84,"Wizz Air, Ryanair ",Warsaw,Barcelona,1 stop,7h 30m ,Economy,11/10/2022,17/10/2022,06:15,13:45
63,Ryanair,Warsaw,Barcelona,2 stops,8h 30m ,Standard,11/10/2022,18/10/2022,10:55,19:25
80,Ryanair,Warsaw,Barcelona,2 stops,7h 55m ,Standard,11/10/2022,19/10/2022,15:10,23:05
79,"Wizz Air, Ryanair ",Warsaw,Barcelona,1 stop,8h 30m ,Economy,11/10/2022,12/10/2022,12:10,20:40
105,"Wizz Air, Vueling ",Warsaw,Barcelona,1 stop,7h 30m ,Economy,11/10/2022,13/10/2022,15:35,23:05
79,"Ryanair, easyJet ",Warsaw,Barcelona,1 stop,8h 55m ,Standard,11/10/2022,14/10/2022,07:05,16:00
79,Ryanair,Warsaw,Barcelona,1 stop,9h 24m ,Standard,11/10/2022,15/10/2022,14:35,23:59
105,"Wizz Air, Vueling ",Warsaw,Barcelona,1 stop,8h 20m ,Economy,11/10/2022,16/10/2022,15:35,23:55
98,"Ryanair, Vueling ",Warsaw,Barcelona,1 stop,8h 40m ,Standard,11/10/2022,17/10/2022,14:35,23:15
209,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,8h 25m ,,11/10/2022,18/10/2022,09:50,18:15
290,LOT,Warsaw,Amsterdam,non-stop,2h 15m ,Economy,11/10/2022,19/10/2022,07:20,09:35
109,"Ryanair, easyJet ",Warsaw,Amsterdam,1 stop,8h 05m ,Standard,11/10/2022,12/10/2022,13:00,21:05
292,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,13/10/2022,19:40,21:45
292,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,14/10/2022,17:10,19:15
198,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,4h 10m ,,11/10/2022,15/10/2022,10:00,14:10
368,LOT,Warsaw,Amsterdam,non-stop,2h 10m ,Economy,11/10/2022,16/10/2022,16:45,18:55
251,Lufthansa,Warsaw,Amsterdam,1 stop,3h 40m ,Economy Light,11/10/2022,17/10/2022,16:55,20:35
216,Lufthansa,Warsaw,Amsterdam,1 stop,4h 45m ,Economy Light,11/10/2022,18/10/2022,16:55,21:40
384,KLM,Warsaw,Amsterdam,non-stop,2h 00m ,Light,11/10/2022,19/10/2022,06:00,08:00
284,Lufthansa,Warsaw,Amsterdam,1 stop,4h 05m ,Economy Light,11/10/2022,12/10/2022,09:50,13:55
198,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,7h 00m ,,11/10/2022,13/10/2022,10:00,17:00
140,"Ryanair, easyJet ",Warsaw,Amsterdam,1 stop,6h 45m ,Standard,11/10/2022,14/10/2022,07:05,13:50
150,"Wizz Air, easyJet ",Warsaw,Amsterdam,1 stop,6h 40m ,Economy,11/10/2022,15/10/2022,12:10,18:50
276,Air France,Warsaw,Amsterdam,1 stop,5h 15m ,Light,11/10/2022,16/10/2022,12:40,17:55
180,"Ryanair, easyJet ",Warsaw,Amsterdam,1 stop,6h 10m ,Standard,11/10/2022,17/10/2022,06:30,12:40
209,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,8h 25m ,,11/10/2022,18/10/2022,09:50,18:15
197,LOT,Warsaw,Amsterdam,non-stop,2h 10m ,Economy,11/10/2022,19/10/2022,20:05,22:15
92,"Ryanair, Nederlandse Spoorwegen ",Warsaw,Amsterdam,1 stop,5h 04m ,Standard,11/10/2022,12/10/2022,12:30,17:34
197,LOT,Warsaw,Amsterdam,non-stop,2h 15m ,Economy,11/10/2022,13/10/2022,07:20,09:35
210,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,14/10/2022,19:20,21:25
242,LOT,Warsaw,Amsterdam,non-stop,2h 10m ,Economy,11/10/2022,15/10/2022,16:45,18:55
197,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,4h 10m ,,11/10/2022,16/10/2022,10:00,14:10
162,"Ryanair, easyJet ",Warsaw,Amsterdam,1 stop,6h 00m ,Standard,11/10/2022,17/10/2022,15:35,21:35
197,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,7h 00m ,,11/10/2022,18/10/2022,10:00,17:00
153,"Ryanair, easyJet ",Warsaw,Amsterdam,1 stop,6h 45m ,Standard,11/10/2022,19/10/2022,06:00,12:45
192,"Wizz Air, easyJet ",Warsaw,Amsterdam,1 stop,6h 35m ,Economy,11/10/2022,12/10/2022,06:10,12:45
191,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,8h 25m ,,11/10/2022,13/10/2022,09:50,18:15
176,"Ryanair, easyJet ",Warsaw,Amsterdam,1 stop,7h 30m ,Standard,11/10/2022,14/10/2022,10:25,17:55
555,KLM,Warsaw,Amsterdam,non-stop,2h 00m ,Business Flex,11/10/2022,15/10/2022,06:00,08:00
555,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Business Flex,11/10/2022,16/10/2022,17:10,19:15
152,"Ryanair, easyJet ",Warsaw,Amsterdam,1 stop,9h 15m ,Standard,11/10/2022,17/10/2022,11:40,20:55
229,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,4h 10m ,,11/10/2022,18/10/2022,10:00,14:10
195,LOT,Warsaw,Amsterdam,non-stop,2h 10m ,Economy,11/10/2022,19/10/2022,16:45,18:55
92,"Wizz Air, BlaBlaBus ",Warsaw,Amsterdam,1 stop,9h 46m ,Economy,11/10/2022,12/10/2022,06:15,16:01
186,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,13/10/2022,19:05,21:10
186,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,14/10/2022,17:10,19:15
186,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,15/10/2022,12:20,14:25
290,LOT,Warsaw,Amsterdam,non-stop,2h 15m ,Economy,11/10/2022,16/10/2022,07:20,09:35
213,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,4h 10m ,,11/10/2022,17/10/2022,10:00,14:10
384,KLM,Warsaw,Amsterdam,non-stop,2h 00m ,Light,11/10/2022,18/10/2022,06:00,08:00
360,SWISS,Warsaw,Amsterdam,1 stop,4h 30m ,Economy,11/10/2022,19/10/2022,09:40,14:10
213,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,7h 00m ,,11/10/2022,12/10/2022,10:00,17:00
246,SWISS,Warsaw,Amsterdam,1 stop,6h 30m ,Economy,11/10/2022,13/10/2022,07:40,14:10
317,"Wizz Air, Scandinavian Airlines ",Warsaw,Amsterdam,1 stop,4h 50m ,Economy,11/10/2022,14/10/2022,12:10,17:00
380,SWISS,Warsaw,Amsterdam,1 stop,4h 40m ,Economy,11/10/2022,15/10/2022,14:35,19:15
240,"Wizz Air, easyJet ",Warsaw,Amsterdam,1 stop,6h 10m ,Economy,11/10/2022,16/10/2022,12:10,18:20
359,"Wizz Air, Norwegian ",Warsaw,Amsterdam,1 stop,5h 45m ,Economy,11/10/2022,17/10/2022,12:10,17:55
198,LOT,Warsaw,Amsterdam,non-stop,2h 10m ,Economy,11/10/2022,18/10/2022,16:45,18:55
186,LOT,Warsaw,Amsterdam,non-stop,2h 10m ,Economy,11/10/2022,19/10/2022,16:45,18:55
115,"Wizz Air, Nederlandse Spoorwegen ",Warsaw,Amsterdam,1 stop,5h 09m ,Economy,11/10/2022,12/10/2022,12:25,17:34
166,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,13/10/2022,20:05,22:10
166,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,14/10/2022,17:10,19:15
186,LOT,Warsaw,Amsterdam,non-stop,2h 15m ,Economy,11/10/2022,15/10/2022,07:20,09:35
183,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,16/10/2022,12:20,14:25
188,Lufthansa,Warsaw,Amsterdam,1 stop,4h 05m ,Economy Light,11/10/2022,17/10/2022,06:20,10:25
216,Lufthansa,Warsaw,Amsterdam,1 stop,4h 05m ,Economy Light,11/10/2022,18/10/2022,09:50,13:55
213,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,5h 05m ,,11/10/2022,19/10/2022,13:00,18:05
248,SWISS,Warsaw,Amsterdam,1 stop,4h 30m ,Economy,11/10/2022,12/10/2022,09:40,14:10
384,KLM,Warsaw,Amsterdam,non-stop,2h 00m ,Light,11/10/2022,13/10/2022,06:00,08:00
184,Austrian Airlines,Warsaw,Amsterdam,1 stop,7h 15m ,Economy Light,11/10/2022,14/10/2022,15:00,22:15
188,Lufthansa,Warsaw,Amsterdam,1 stop,7h 35m ,Economy Light,11/10/2022,15/10/2022,06:20,13:55
433,Lufthansa,Warsaw,Amsterdam,1 stop,4h 30m ,Economy Classic,11/10/2022,16/10/2022,17:10,21:40
262,"Wizz Air, easyJet ",Warsaw,Amsterdam,1 stop,6h 30m ,Economy,11/10/2022,17/10/2022,06:15,12:45
154,LOT,Warsaw,Amsterdam,non-stop,2h 15m ,Economy,11/10/2022,18/10/2022,07:20,09:35
142,LOT,Warsaw,Amsterdam,non-stop,2h 15m ,Economy,11/10/2022,19/10/2022,07:20,09:35
104,"Ryanair, Nederlandse Spoorwegen ",Warsaw,Amsterdam,1 stop,5h 02m ,Standard,11/10/2022,12/10/2022,10:05,15:07
233,LOT,Warsaw,Amsterdam,non-stop,2h 10m ,Economy,11/10/2022,13/10/2022,20:15,22:25
210,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,14/10/2022,20:10,22:15
210,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,15/10/2022,17:10,19:15
210,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,16/10/2022,12:20,14:25
282,LOT,Warsaw,Amsterdam,non-stop,2h 10m ,Economy,11/10/2022,17/10/2022,16:45,18:55
227,Austrian Airlines,Warsaw,Amsterdam,1 stop,4h 15m ,Economy Light,11/10/2022,18/10/2022,15:00,19:15
384,KLM,Warsaw,Amsterdam,non-stop,2h 00m ,Light,11/10/2022,19/10/2022,06:00,08:00
152,British Airways,Warsaw,Amsterdam,1 stop,8h 35m ,Plus,11/10/2022,12/10/2022,11:50,20:25
267,"Wizz Air, easyJet ",Warsaw,Amsterdam,1 stop,5h 40m ,Economy,11/10/2022,13/10/2022,12:10,17:50
434,Lufthansa,Warsaw,Amsterdam,1 stop,4h 30m ,Economy Classic,11/10/2022,14/10/2022,17:10,21:40
391,"LOT, easyJet ",Warsaw,Amsterdam,1 stop,4h 10m ,Economy,11/10/2022,15/10/2022,17:50,22:00
114,"Wizz Air, BlaBlaBus ",Warsaw,Amsterdam,1 stop,9h 46m ,Economy,11/10/2022,16/10/2022,06:15,16:01
497,Lufthansa,Warsaw,Amsterdam,1 stop,4h 05m ,Economy Light,11/10/2022,17/10/2022,09:50,13:55
174,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,8h 25m ,,11/10/2022,18/10/2022,09:50,18:15
198,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,4h 10m ,,11/10/2022,19/10/2022,10:00,14:10
45,Ryanair,Warsaw,Amsterdam,2 stops,17h 35m ,Standard,11/10/2022,12/10/2022,20:05,13:40
290,LOT,Warsaw,Amsterdam,non-stop,2h 15m ,Economy,11/10/2022,13/10/2022,07:20,09:35
196,SWISS,Warsaw,Amsterdam,1 stop,4h 40m ,Economy,11/10/2022,14/10/2022,14:35,19:15
261,SWISS,Warsaw,Amsterdam,1 stop,4h 30m ,Economy,11/10/2022,15/10/2022,09:40,14:10
368,LOT,Warsaw,Amsterdam,non-stop,2h 10m ,Economy,11/10/2022,16/10/2022,16:45,18:55
149,"Ryanair, Norwegian ",Warsaw,Amsterdam,1 stop,6h 50m ,Standard,11/10/2022,17/10/2022,14:00,20:50
175,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,7h 00m ,,11/10/2022,18/10/2022,10:00,17:00
260,Austrian Airlines,Warsaw,Amsterdam,1 stop,4h 15m ,Economy Light,11/10/2022,19/10/2022,15:00,19:15
188,"Wizz Air, easyJet ",Warsaw,Amsterdam,1 stop,6h 10m ,Economy,11/10/2022,12/10/2022,12:10,18:20
118,"Wizz Air, Nederlandse Spoorwegen ",Warsaw,Amsterdam,1 stop,8h 04m ,Economy,11/10/2022,13/10/2022,06:15,14:19
259,Lufthansa,Warsaw,Amsterdam,1 stop,4h 45m ,Economy Light,11/10/2022,14/10/2022,16:55,21:40
221,"LOT, Scandinavian Airlines ",Warsaw,Amsterdam,2 stops,6h 20m ,Economy,11/10/2022,15/10/2022,13:15,19:35
384,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,16/10/2022,17:10,19:15
148,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,8h 25m ,,11/10/2022,17/10/2022,09:50,18:15
384,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,18/10/2022,12:20,14:25
168,LOT,Warsaw,Amsterdam,non-stop,2h 15m ,Economy,11/10/2022,19/10/2022,07:20,09:35
156,LOT,Warsaw,Amsterdam,non-stop,2h 15m ,Economy,11/10/2022,12/10/2022,07:20,09:35
55,Ryanair,Warsaw,Amsterdam,2 stops,17h 25m ,Standard,11/10/2022,13/10/2022,15:50,09:15
181,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,14/10/2022,19:40,21:45
181,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,15/10/2022,17:10,19:15
233,LOT,Warsaw,Amsterdam,non-stop,2h 10m ,Economy,11/10/2022,16/10/2022,16:45,18:55
62,"Ryanair, Nederlandse Spoorwegen ",Warsaw,Amsterdam,1 stop,5h 09m ,Standard,11/10/2022,17/10/2022,09:55,15:04
244,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,18/10/2022,12:20,14:25
198,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,4h 10m ,,11/10/2022,19/10/2022,10:00,14:10
292,KLM,Warsaw,Amsterdam,non-stop,2h 00m ,Light,11/10/2022,12/10/2022,06:00,08:00
189,SWISS,Warsaw,Amsterdam,1 stop,4h 40m ,Economy,11/10/2022,13/10/2022,14:35,19:15
188,Austrian Airlines,Warsaw,Amsterdam,1 stop,4h 15m ,Economy Light,11/10/2022,14/10/2022,15:00,19:15
135,"Wizz Air, easyJet ",Warsaw,Amsterdam,1 stop,4h 45m ,Economy,11/10/2022,15/10/2022,17:35,22:20
218,SWISS,Warsaw,Amsterdam,1 stop,4h 30m ,Economy,11/10/2022,16/10/2022,09:40,14:10
187,Lufthansa,Warsaw,Amsterdam,1 stop,4h 40m ,Economy Light,11/10/2022,17/10/2022,17:00,21:40
121,"Ryanair, Norwegian ",Warsaw,Amsterdam,1 stop,6h 10m ,Standard,11/10/2022,18/10/2022,14:40,20:50
152,"Wizz Air, easyJet ",Warsaw,Amsterdam,1 stop,5h 35m ,Economy,11/10/2022,19/10/2022,06:05,11:40
148,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,8h 25m ,,11/10/2022,12/10/2022,09:50,18:15
141,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,13/10/2022,19:40,21:45
66,"Ryanair, Nederlandse Spoorwegen ",Warsaw,Amsterdam,1 stop,14h 10m ,Standard,11/10/2022,14/10/2022,18:25,08:35
141,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,15/10/2022,17:10,19:15
166,KLM,Warsaw,Amsterdam,non-stop,2h 05m ,Light,11/10/2022,16/10/2022,12:20,14:25
197,LOT,Warsaw,Amsterdam,non-stop,2h 10m ,Economy,11/10/2022,17/10/2022,16:45,18:55
197,LOT,Warsaw,Amsterdam,non-stop,2h 15m ,Economy,11/10/2022,18/10/2022,07:20,09:35
186,Lufthansa,Warsaw,Amsterdam,1 stop,3h 40m ,Economy Light,11/10/2022,19/10/2022,16:55,20:35
145,"Wizz Air, easyJet ",Warsaw,Amsterdam,1 stop,4h 45m ,Economy,11/10/2022,12/10/2022,17:35,22:20
186,Lufthansa,Warsaw,Amsterdam,1 stop,4h 45m ,Economy Light,11/10/2022,13/10/2022,16:55,21:40
248,Scandinavian Airlines,Warsaw,Amsterdam,1 stop,4h 10m ,,11/10/2022,14/10/2022,10:00,14:10
217,Austrian Airlines,Warsaw,Amsterdam,1 stop,4h 15m ,Economy Light,11/10/2022,15/10/2022,15:00,19:15
181,"Ryanair, Scandinavian Airlines ",Warsaw,Amsterdam,1 stop,5h 45m ,Standard,11/10/2022,16/10/2022,12:30,18:15
150,"Wizz Air, easyJet ",Warsaw,Amsterdam,1 stop,6h 40m ,Economy,11/10/2022,17/10/2022,12:10,18:50
281,Austrian Airlines,Warsaw,Amsterdam,1 stop,4h 55m ,Economy Classic,11/10/2022,18/10/2022,17:20,22:15
286,Lufthansa,Warsaw,Amsterdam,1 stop,5h 15m ,Economy Classic,11/10/2022,19/10/2022,17:00,22:15
125,"Wizz Air, Norwegian ",Warsaw,Amsterdam,1 stop,7h 40m ,Economy,11/10/2022,12/10/2022,13:10,20:50
258,Lufthansa,Warsaw,Prague,1 stop,4h 05m ,Economy Light,11/10/2022,13/10/2022,16:55,21:00
128,"LOT, Ryanair ",Warsaw,Prague,1 stop,4h 30m ,Economy,11/10/2022,14/10/2022,07:15,11:45
44,"PKP Intercity, České dráhy ",Warsaw,Prague,2 stops,9h 24m ,,11/10/2022,15/10/2022,13:09,22:33
338,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,16/10/2022,10:50,12:15
338,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,17/10/2022,07:55,09:20
258,Lufthansa,Warsaw,Prague,1 stop,4h 05m ,Economy Light,11/10/2022,18/10/2022,16:55,21:00
462,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,19/10/2022,17:50,19:15
462,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,12/10/2022,16:00,17:25
277,Lufthansa,Warsaw,Prague,2 stops,6h 20m ,Economy Light,11/10/2022,13/10/2022,16:55,23:15
364,"Ryanair, Austrian Airlines ",Warsaw,Prague,1 stop,4h 15m ,Standard,11/10/2022,14/10/2022,06:20,10:35
348,Finnair,Warsaw,Prague,1 stop,5h 45m ,Economy Campaign Saver,11/10/2022,15/10/2022,13:00,18:45
475,"Lufthansa, Austrian Airlines ",Warsaw,Prague,2 stops,4h 55m ,Economy Classic,11/10/2022,16/10/2022,16:55,21:50
556,SWISS,Warsaw,Prague,1 stop,4h 15m ,Economy,11/10/2022,17/10/2022,09:40,13:55
595,Austrian Airlines,Warsaw,Prague,1 stop,3h 45m ,Economy Light,11/10/2022,18/10/2022,06:50,10:35
515,"Lufthansa, Austrian Airlines ",Warsaw,Prague,2 stops,5h 55m ,Economy Classic,11/10/2022,19/10/2022,09:50,15:45
485,"SWISS, Austrian Airlines ",Warsaw,Prague,2 stops,6h 05m ,Economy Classic,11/10/2022,12/10/2022,09:40,15:45
30,FlixBus,Warsaw,Prague,non-stop,10h 25m ,,11/10/2022,13/10/2022,07:10,17:35
41,"PKP Intercity, České dráhy ",Warsaw,Prague,2 stops,9h 24m ,,11/10/2022,14/10/2022,13:09,22:33
338,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,15/10/2022,20:20,21:45
351,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,16/10/2022,10:50,12:15
138,"Ryanair, Wizz Air ",Warsaw,Prague,1 stop,6h 15m ,Standard,11/10/2022,17/10/2022,06:30,12:45
152,Wizz Air,Warsaw,Prague,1 stop,6h 25m ,Economy,11/10/2022,18/10/2022,06:20,12:45
254,Austrian Airlines,Warsaw,Prague,1 stop,3h 45m ,Economy Light,11/10/2022,19/10/2022,06:50,10:35
237,Scandinavian Airlines,Warsaw,Prague,1 stop,5h 55m ,,11/10/2022,12/10/2022,09:50,15:45
462,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,13/10/2022,18:10,19:35
462,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,14/10/2022,16:00,17:25
462,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,15/10/2022,07:55,09:20
348,Finnair,Warsaw,Prague,1 stop,5h 45m ,Economy Campaign Saver,11/10/2022,16/10/2022,13:00,18:45
394,"LOT, Ryanair ",Warsaw,Prague,1 stop,4h 50m ,Economy,11/10/2022,17/10/2022,15:50,20:40
428,"LOT, Lufthansa ",Warsaw,Prague,1 stop,5h 40m ,Economy,11/10/2022,18/10/2022,07:35,13:15
471,Croatia Airlines,Warsaw,Prague,2 stops,6h 10m ,,11/10/2022,19/10/2022,15:40,21:50
271,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,12/10/2022,17:50,19:15
29,"PKP Intercity, České dráhy ",Warsaw,Prague,1 stop,9h 25m ,,11/10/2022,13/10/2022,04:54,14:19
44,Ecolines,Warsaw,Prague,non-stop,9h 30m ,,11/10/2022,14/10/2022,07:00,16:30
271,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,15/10/2022,07:55,09:20
135,"LOT, Ryanair ",Warsaw,Prague,1 stop,5h 00m ,Economy,11/10/2022,16/10/2022,07:15,12:15
338,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,17/10/2022,16:00,17:25
338,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,18/10/2022,10:50,12:15
218,Austrian Airlines,Warsaw,Prague,1 stop,3h 45m ,Economy Light,11/10/2022,19/10/2022,06:50,10:35
107,Ryanair,Warsaw,Prague,1 stop,6h 45m ,Standard,11/10/2022,12/10/2022,06:30,13:15
170,Ryanair,Warsaw,Prague,1 stop,5h 50m ,Standard,11/10/2022,13/10/2022,08:25,14:15
221,KLM,Warsaw,Prague,1 stop,5h 40m ,Light,11/10/2022,14/10/2022,17:10,22:50
234,Ryanair,Warsaw,Prague,1 stop,6h 05m ,Standard,11/10/2022,15/10/2022,11:00,17:05
348,Finnair,Warsaw,Prague,1 stop,5h 45m ,Economy Campaign Saver,11/10/2022,16/10/2022,13:00,18:45
437,SWISS,Warsaw,Prague,1 stop,4h 15m ,Economy,11/10/2022,17/10/2022,09:40,13:55
513,Lufthansa,Warsaw,Prague,1 stop,3h 05m ,Economy Light,11/10/2022,18/10/2022,13:15,16:20
191,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,19/10/2022,07:55,09:20
29,"PKP Intercity, České dráhy ",Warsaw,Prague,1 stop,9h 25m ,,11/10/2022,12/10/2022,04:54,14:19
239,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,13/10/2022,17:50,19:15
44,Ecolines,Warsaw,Prague,non-stop,9h 30m ,,11/10/2022,14/10/2022,07:00,16:30
271,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,15/10/2022,10:50,12:15
192,Lufthansa,Warsaw,Prague,1 stop,4h 10m ,Economy Light,11/10/2022,16/10/2022,19:05,23:15
133,Ryanair,Warsaw,Prague,1 stop,6h 15m ,Standard,11/10/2022,17/10/2022,09:35,15:50
241,Austrian Airlines,Warsaw,Prague,1 stop,3h 45m ,Economy Light,11/10/2022,18/10/2022,06:50,10:35
253,SWISS,Warsaw,Prague,1 stop,4h 15m ,Economy,11/10/2022,19/10/2022,09:40,13:55
210,KLM,Warsaw,Prague,1 stop,5h 40m ,Light,11/10/2022,12/10/2022,17:10,22:50
455,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,13/10/2022,16:00,17:25
187,Austrian Airlines,Warsaw,Prague,1 stop,6h 50m ,Economy Light,11/10/2022,14/10/2022,15:00,21:50
281,"LOT, Ryanair ",Warsaw,Prague,1 stop,5h 05m ,Economy,11/10/2022,15/10/2022,10:45,15:50
303,Finnair,Warsaw,Prague,1 stop,5h 45m ,Economy Campaign Saver,11/10/2022,16/10/2022,13:00,18:45
228,"Wizz Air, easyJet ",Warsaw,Prague,1 stop,6h 30m ,Economy,11/10/2022,17/10/2022,13:00,19:30
200,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,18/10/2022,10:50,12:15
29,"PKP Intercity, České dráhy ",Warsaw,Prague,1 stop,9h 25m ,,11/10/2022,19/10/2022,04:54,14:19
224,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,12/10/2022,17:50,19:15
224,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,13/10/2022,16:10,17:35
271,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,14/10/2022,20:20,21:45
271,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,15/10/2022,07:55,09:20
111,Ryanair,Warsaw,Prague,1 stop,6h 45m ,Standard,11/10/2022,16/10/2022,13:40,20:25
225,"Ryanair, Austrian Airlines ",Warsaw,Prague,1 stop,4h 10m ,Standard,11/10/2022,17/10/2022,06:25,10:35
242,"Ryanair, Eurowings ",Warsaw,Prague,1 stop,4h 50m ,Standard,11/10/2022,18/10/2022,12:45,17:35
251,KLM,Warsaw,Prague,1 stop,5h 40m ,Light,11/10/2022,19/10/2022,17:10,22:50
130,"LOT, Regiojet ",Warsaw,Prague,2 stops,10h 05m ,Economy,11/10/2022,12/10/2022,19:55,06:00
303,Finnair,Warsaw,Prague,1 stop,5h 45m ,Economy Campaign Saver,11/10/2022,13/10/2022,13:00,18:45
264,Austrian Airlines,Warsaw,Prague,1 stop,6h 50m ,Economy Light,11/10/2022,14/10/2022,15:00,21:50
439,Lufthansa,Warsaw,Prague,1 stop,3h 50m ,Economy Classic,11/10/2022,15/10/2022,17:10,21:00
311,"LOT, Ryanair ",Warsaw,Prague,1 stop,6h 15m ,Economy,11/10/2022,16/10/2022,10:45,17:00
87,Ryanair,Warsaw,Prague,1 stop,4h 20m ,Standard,11/10/2022,17/10/2022,16:35,20:55
29,"PKP Intercity, České dráhy ",Warsaw,Prague,1 stop,9h 25m ,,11/10/2022,18/10/2022,04:54,14:19
44,Ecolines,Warsaw,Prague,non-stop,9h 30m ,,11/10/2022,19/10/2022,07:00,16:30
281,LOT,Warsaw,Prague,non-stop,1h 25m ,Economy,11/10/2022,12/10/2022,17:50,19:15
123,"Ryanair, Norwegian ",Warsaw,Prague,1 stop,4h 35m ,Standard,11/10/2022,13/10/2022,14:00,18:35
192,"LOT, Ryanair ",Warsaw,Prague,1 stop,3h 05m ,Economy,11/10/2022,14/10/2022,10:25,13:30
